"will","remove","you","free","charExclamation","charDollar","type"
0.31,0,0.95,0,0.174,0,"nonspam"
0.43,0,1.29,0,0.146,0,"nonspam"
0.37,0,0.37,0,0.05,0,"nonspam"
0.61,0,0.61,0,0,0,"nonspam"
1.29,0,2.59,0,0,0,"nonspam"
0.33,0,0.33,0,0.306,0,"nonspam"
2.14,0,0.26,0,0,0,"nonspam"
0,0,1.48,0,0,0.105,"nonspam"
1.04,0,0.09,0,0,0,"nonspam"
7.69,0,0,0,0,0,"nonspam"
1.65,0,0,0,0,0,"nonspam"
0.37,0,1.49,0,0,0,"nonspam"
0,0,0.57,0,0.089,0,"nonspam"
0.12,0,1.51,0,0.193,0,"nonspam"
0.1,0,0,0,0,0,"nonspam"
4.16,0,0,0,0,0,"nonspam"
0.25,0,2.3,0,0,0,"nonspam"
0,0,0.67,0,0,0.087,"nonspam"
0,0,0.7,0,0,0.095,"nonspam"
0,0,0,0,0,0,"nonspam"
2.22,0,1.48,0,0,0,"nonspam"
0.37,0,0.49,0,0,0.034,"nonspam"
0.24,0,0.32,0.08,0,0.033,"nonspam"
1.2,0,0,0,0,0,"nonspam"
0.31,0,0.25,0.06,0,0.017,"nonspam"
0.49,0.49,0,0,0,0,"nonspam"
0.49,0.49,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,1.24,0,0,0,"nonspam"
1.11,0,0,0,0,0,"nonspam"
0,0,1.61,0,0,0,"nonspam"
0,0,1.38,1.38,2.378,0,"nonspam"
4.76,0,0,0,0.442,0,"nonspam"
1.47,0,1.47,0,0,0,"nonspam"
0.87,0,0,0,0,0.022,"nonspam"
3.7,0,3.7,0,0.371,0,"nonspam"
0,0,1.75,0,0.107,0,"nonspam"
0.25,0,0.13,0.03,0.002,0.005,"nonspam"
0,0,0,0,1.086,0,"nonspam"
0,0,1.13,0,0,0,"nonspam"
0.73,0,0.73,0,0,0,"nonspam"
0,0,4.83,0,0,0,"nonspam"
2.63,0,5.26,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0.88,0,1.32,0,0,0,"nonspam"
5.26,0,0,0,0.955,0,"nonspam"
0.47,0,0,0,0,0,"nonspam"
0,0,4.34,0,0.558,0,"nonspam"
0,0,0,0,0,0,"nonspam"
1.8,0,1.8,0,0,0,"nonspam"
0,0,4.16,0,0.355,0,"nonspam"
0.48,0,1.93,0,0,0,"nonspam"
0.44,0,0.44,0,0,0,"nonspam"
2.16,0,0.27,0,0,0,"nonspam"
1.48,0,0,0,0,0,"nonspam"
0.18,0,0,0,0,0,"nonspam"
0,0,4.34,0,0.787,0,"nonspam"
3.63,0,0,0,0,0,"nonspam"
4.16,0,4.16,0,0.689,0,"nonspam"
0,0,1.43,0,0,0,"nonspam"
0,0,1.55,0,0.196,0,"nonspam"
4.61,0,0,0,0,0,"nonspam"
0.88,0,1.76,0,0.113,0.265,"nonspam"
3.44,0,1.72,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0.61,0,0,0,0,0,"nonspam"
0,0,0,0,0,0.036,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0.386,0,"nonspam"
0,0,0,0,0.078,0,"nonspam"
0.43,0,0,0,0,0.011,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,2.56,0,0.473,0,"nonspam"
0,0,2.02,0,0.376,0,"nonspam"
1.06,0,4.25,0,0.186,0,"nonspam"
0.54,0,2.18,0,0,0,"nonspam"
1.09,0,2.19,0,0,0,"nonspam"
0,0,0,0,0.68,0,"nonspam"
0,0,1.12,0,0.181,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,3.77,0,0.366,0,"nonspam"
0,0,3.24,0,0.114,0,"nonspam"
0.39,0,0.39,0,0.129,0,"nonspam"
0.48,0,1.62,0.21,0.062,0.046,"nonspam"
0.19,0,1.74,0.19,0.064,0.055,"nonspam"
0,0,0.97,0,0,0,"nonspam"
0.34,0,0.85,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
1.49,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
2.88,0,0,0,0,0,"nonspam"
0,0,0.45,0,0,0,"nonspam"
0.36,0,1.28,0.36,0.055,0,"nonspam"
0,0,1.03,0,0.37,0,"nonspam"
1.45,0,0.72,0,0,0,"nonspam"
0,0,0.82,0,0.24,0,"nonspam"
0.34,0,0.34,0,0,0,"nonspam"
0,0,1.78,0,0.24,0,"nonspam"
0,0,1.78,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0.76,0,0,0,0,0,"nonspam"
0,0,6.45,0,0,0,"nonspam"
0,0,2.91,0,0.166,0,"nonspam"
0.46,0.46,0.46,0,0.163,0,"nonspam"
1.09,0,1.63,0,0,0,"nonspam"
1.34,0,0.14,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0.99,0,0,0,0,0,"nonspam"
0,0,1.49,0,0,0,"nonspam"
1.07,0,0.26,0,0.091,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0.58,0,0.58,0,0.103,0,"nonspam"
0.31,0,2.83,0,0.096,0,"nonspam"
0.36,0,0.48,0,0,0.033,"nonspam"
0.27,0,0.21,0,0,0.014,"nonspam"
1.07,0,0,0,0.216,0,"nonspam"
0,0,1.12,0,0.061,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,1.37,0,0,0,"nonspam"
0,0,1.12,0,0.203,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,2.87,0.57,0,0,"nonspam"
0.24,0,1.23,0,0,0,"nonspam"
3.22,0,0,0,0.564,0,"nonspam"
0,0,1.47,0,0.097,0,"nonspam"
0.68,0,0.68,0,0,0,"nonspam"
0,0,1.94,0,0.389,0,"nonspam"
0,0,2.66,0,0.231,0,"nonspam"
1.58,0,2.38,0,0,0,"nonspam"
1.04,0,5.2,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,1.28,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,4.39,0,0,0,"nonspam"
0.38,0,0.51,0,0,0.036,"nonspam"
0.25,0,0.33,0,0,0.022,"nonspam"
0.89,0,3.57,0,0,0,"nonspam"
0.37,0.24,0.86,0,0,0,"nonspam"
0,0,1.5,0,0,0,"nonspam"
1.06,0,0,0.1,0,0.057,"nonspam"
0.61,0,0.61,0,0,0,"nonspam"
3.12,0,1.56,0,0.27,0,"nonspam"
0,0,1.33,0,0.211,0,"nonspam"
0,0,0,0,0,0,"nonspam"
1.54,0,0.51,0,0,0,"nonspam"
0.89,0,0.89,0,0,0,"nonspam"
0.78,0,0.78,0,0,0,"nonspam"
0,0,1.29,0,0.19,0,"nonspam"
0,0,1.75,0,0,0,"nonspam"
1.36,0,1.36,0,0,0,"nonspam"
0,0.87,2.63,2.63,0.798,0.159,"nonspam"
1.4,0,1.4,0,0,0,"nonspam"
0.3,0.3,0.75,0,0,0,"nonspam"
1.04,0.41,3.96,0.41,0.866,0.103,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,3.92,0,0,0,"nonspam"
0,0,4.87,0,0,0,"nonspam"
0,0,4.44,0,0,0,"nonspam"
3.08,0,0,0,0,0,"nonspam"
0,0,2.94,0,0,0,"nonspam"
0,0,9.09,0,0,0,"nonspam"
0,0,7.69,0,0,0,"nonspam"
0,0,5.55,0,0,0,"nonspam"
0,0,7.69,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,7.69,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
1.26,0,2.53,1.26,0,0,"nonspam"
0.25,0,1.02,0,0.207,0,"nonspam"
0,0,0,0,0,0,"nonspam"
1.53,0,0.76,0,0,0,"nonspam"
2,0,2,0,0,0,"nonspam"
0,0,0.58,0,0,0,"nonspam"
2,0,2,0,0,0,"nonspam"
0.79,0,1.58,0,0.149,0,"nonspam"
0,0,3.33,0,0,0,"nonspam"
0.33,0,0.33,0.33,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,3.33,0,0,0,"nonspam"
1.02,0,1.36,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,4.16,0,0.74,0,"nonspam"
2.94,0,4.27,0,0,0,"nonspam"
0.13,0,0,0,0,0.053,"nonspam"
0,0,0,0,0.176,0,"nonspam"
2.46,0,1.23,0,0.278,0,"nonspam"
0,0,3.7,3.7,0,0,"nonspam"
0.17,0,1.94,0,0.031,0,"nonspam"
0,0,3.33,0,0,0,"nonspam"
0.1,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0.17,0,1.19,0.17,0.167,0,"nonspam"
0.44,0,1.32,0,0,0,"nonspam"
0,0,9.52,0,0,0,"nonspam"
0,0,0.99,0,0,0.16,"nonspam"
0.89,0,1.78,0,0,0,"nonspam"
0,0,4.54,0,0,0,"nonspam"
0.86,0,6.95,0,0,0,"nonspam"
0.51,0,0.51,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,3.12,0,0,0,"nonspam"
1.61,0,3.22,0,0,0,"nonspam"
0,0,4.63,0,0,0,"nonspam"
0,0,2.32,0,0.099,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0.68,0,0.34,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0.52,0,0,0,0,0,"nonspam"
0,0,5.6,0,0,0,"nonspam"
1.36,0,1.36,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0.396,0,"nonspam"
0,0,2.63,0,0,0,"nonspam"
0.56,0,3.41,0,0,0,"nonspam"
0,0,4.76,0,0,0,"nonspam"
0.32,0,1.3,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,1.5,0,0,0.128,"nonspam"
0,0,1.96,0,0,0,"nonspam"
0,0,0.87,0,0,2.038,"nonspam"
0,0,0,0,0,0,"nonspam"
0.11,0,0.95,0.11,0.056,0.075,"nonspam"
1.17,0,3.12,0,0.07,0,"nonspam"
0,0,2.35,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0.52,0,1.05,0,0,0,"nonspam"
0,0,0,0,0,0.601,"nonspam"
2.27,0,1.98,0,0,0,"nonspam"
1.91,0,3.04,0.16,0,0.055,"nonspam"
0,0,2.98,1.49,0,0,"nonspam"
1.97,0,0,0,0,0.108,"nonspam"
1.74,0,2.9,0,0,0,"nonspam"
0.74,0,2.24,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0.87,0,3.5,0,0,0,"nonspam"
0,0,2.29,0,0,0,"nonspam"
0,0,1.58,0,0,0,"nonspam"
0.32,0,0.96,0,0.058,0,"nonspam"
0.61,0,3.08,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
3.97,0,3.97,0,0.08,0,"nonspam"
0,0,0,0,0,0,"nonspam"
5.71,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
1.56,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0.97,0,5.82,0,0,0,"nonspam"
2.38,0,1.19,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
1.36,0,1.36,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,3.69,0,0,0.031,"nonspam"
0,0,0,0,0,0,"nonspam"
0.33,0,0,0,0,0,"nonspam"
0,0,3.22,0,0,0,"nonspam"
3.38,0,0,0,0.408,0,"nonspam"
0.64,0,0.32,0,0,0,"nonspam"
1.41,0,0.47,0,0,0,"nonspam"
2,0,2,0,0,0,"nonspam"
1.24,0,0,0,0,0,"nonspam"
0.98,0,0,0,0.159,0,"nonspam"
0.58,0,0.73,0.14,0.14,0,"nonspam"
0,0,2.28,0,0,0,"nonspam"
2.19,0,0,0,0,0,"nonspam"
0,0,0.51,0.51,0,0,"nonspam"
0,0,1.84,0,0,0,"nonspam"
0,0,1.83,0,0,0,"nonspam"
4.58,0,0,0,0.241,0,"nonspam"
0.36,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0.94,0,0,0,0,0,"nonspam"
0,0,0.72,0,0.114,0,"nonspam"
0,0,0.81,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0.85,0,2.56,0,0,0,"nonspam"
0,0,1.84,0,0.19,0,"nonspam"
2.81,0,0.35,0.35,0,0,"nonspam"
0.54,0,0.54,0,0.087,0,"nonspam"
0,0,2.22,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,2.04,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
1.75,0,0,0,0,0,"nonspam"
1.81,0,0,0,0,0,"nonspam"
0.35,0,0.35,0,0,0,"nonspam"
2.85,0,0,0,0.48,0,"nonspam"
0,0,0.5,0,0,0.161,"nonspam"
0,0,0.33,0,0,0,"nonspam"
0,0,0.56,0,0,0,"nonspam"
0.75,0,0,0,0,0.112,"nonspam"
0.4,0,5.26,0,0.27,0,"nonspam"
7.69,0,0,0,0.581,0,"nonspam"
0,0,1.9,0.84,0.374,0.062,"nonspam"
0,0,1.17,0,0,0,"nonspam"
0.68,0,0,0.22,0,0,"nonspam"
0.81,0,0,0,0,0.055,"nonspam"
0,0,0.68,0.22,0,0,"nonspam"
1.24,0,0,0,0,0,"nonspam"
0,0,0,0,1.149,0,"nonspam"
0,0,0.81,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,1.34,0,0,0,"nonspam"
0,0,1.65,0,0,0,"nonspam"
1.35,0,2.7,0,0,0,"nonspam"
6.25,0,1.56,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0.54,0,1.63,0,0,0,"nonspam"
0,0,2.63,0,0.414,0,"nonspam"
0,0,0.2,0,0,0,"nonspam"
0,0,0.89,1.33,0.372,0.223,"nonspam"
0,0,2.66,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0.62,0,1.25,0,0.169,0,"nonspam"
0.62,0,0.71,0.16,0.031,0.056,"nonspam"
4.34,0,0,0,0.333,0,"nonspam"
0.29,0,0.89,0,0.016,0,"nonspam"
0.29,0,0.89,0,0.016,0,"nonspam"
0.29,0,0.89,0,0.016,0,"nonspam"
0.93,0,3.75,0,0.054,0,"nonspam"
0,0,4,0,0.729,0,"nonspam"
0.84,0,4.2,0,0,0,"nonspam"
4.58,0,0,0,0.249,0,"nonspam"
0,0,4.34,0,0,0,"nonspam"
1.73,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
1.12,0,0,0,0,0.063,"nonspam"
1.09,0,3.29,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0.98,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
4.25,0,6.38,0,0,0,"nonspam"
0.68,0,1.36,0,0,0,"nonspam"
0,0,0.39,0,0.125,0,"nonspam"
0.92,0,0,0,0,0,"nonspam"
0,0,0.68,0,0,0,"nonspam"
0,0,1.92,0,0.106,0,"nonspam"
1,0,0.2,0,0,0,"nonspam"
0,0,1.75,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0.43,0,0.079,0,"nonspam"
0.26,0,0.21,0,0,0.014,"nonspam"
0.22,0,0.29,0,0,0.021,"nonspam"
0.12,0,0.6,0,0.033,0.016,"nonspam"
0,0,0,0,0,0,"nonspam"
1.56,0,0.14,0,0,0,"nonspam"
0,0,2.04,0,0,0,"nonspam"
1.13,0,0,0,0,0,"nonspam"
2.77,0,2.77,0,0,0,"nonspam"
1.42,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0.95,0,0,0.06,0,0.018,"nonspam"
2.28,0,0.76,0,0,0,"nonspam"
0.47,0,0.24,0.13,0.003,0.003,"nonspam"
5,0,0,0,0.436,0,"nonspam"
4.76,0,0,0,0.769,0,"nonspam"
0.95,0,0,0.06,0,0.018,"nonspam"
0.79,0,0.79,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
1.48,0,0.16,0,0,0,"nonspam"
0.31,0,0,0,0,0,"nonspam"
1.35,0,4.05,0.67,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
1.63,0,1.63,1.63,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0.66,0,0,0,"nonspam"
2.81,0,0,0,0.239,0,"nonspam"
2.68,0,0.53,0,0,0,"nonspam"
3.57,0,0,0,0,0,"nonspam"
0,0,1.55,0,0.281,0,"nonspam"
0,0,8.33,0,0.925,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0.85,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,1.96,0,0,"nonspam"
1.06,0,1.06,0,0.168,0,"nonspam"
3.19,0,0,0,0,0,"nonspam"
0.64,0,0.64,0.64,0,0,"nonspam"
1.91,0,0,0.47,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0.76,0,0,0,0,0,"nonspam"
0,0,1.38,1.38,0,0,"nonspam"
0,0,3.7,0,0.349,0,"nonspam"
0,0.59,3.58,0,0.044,0.134,"nonspam"
0.56,0,0,0,0,0,"nonspam"
0,0,0,0,0.523,0,"nonspam"
1.17,0,0,0,0,0,"nonspam"
0,0,2.05,0,0,0,"nonspam"
0,0,0.74,0,0,0,"nonspam"
0.15,0,0.03,0,0.128,0,"nonspam"
0.55,0,0,0,0,0,"nonspam"
4.54,0,0,0,0.296,0,"nonspam"
0,0,3.54,0,0,0,"nonspam"
0,0,3.84,0,0.225,0,"nonspam"
1.58,0,0,0,0,0,"nonspam"
0,0,9.09,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,1.123,0,"nonspam"
2.18,0,1.45,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0.49,0,2.97,0,0.081,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,8.1,0,0,0,"nonspam"
0,0,8.1,0,0,0,"nonspam"
0,0,8.1,0,0,0,"nonspam"
0,0,8.1,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,8.1,0,0,0,"nonspam"
1.03,0,0.41,0,0,0,"nonspam"
1.17,0.04,1.3,0.13,0.027,0.006,"nonspam"
0,0,0.99,0,0,0,"nonspam"
1.4,0,1.4,0,0,0,"nonspam"
2.38,0,0.59,0,0.088,0,"nonspam"
1.07,0,1.07,0,0,0.037,"nonspam"
1.02,0,1.02,0,0,0,"nonspam"
0.55,0,1.24,0,0.02,0,"nonspam"
0,0,0,0,0,0,"nonspam"
4.9,0,0,0,0,0,"nonspam"
0.39,0,0,0,0,0,"nonspam"
3.17,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,1.63,0,0,0,"nonspam"
0.81,0,1.22,0,0.063,0,"nonspam"
3.33,0,0,0,0,0,"nonspam"
0,0,1.21,0,0,0,"nonspam"
2.32,0,0,0,0.139,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0.99,0,0,0.16,"nonspam"
1,0,1.5,0,0.075,0,"nonspam"
0.83,0,2.91,0.83,0.329,0,"nonspam"
0,0,1.12,0,0,0,"nonspam"
0.32,0,1.28,0,0.052,0,"nonspam"
0.5,0,1.5,0,0.084,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0.286,0,"nonspam"
0.49,0,2.46,0,0.041,0,"nonspam"
0,0,1.56,0,0,0,"nonspam"
0,0,4.76,0,0,0,"nonspam"
0.09,0,0.07,0.13,0,0.005,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0.16,0,0.21,0,0,0.015,"nonspam"
0,0,0,0,0,0,"nonspam"
2.73,0,1.36,0,0,0,"nonspam"
0,0,2.37,0,0,0,"nonspam"
0.38,0,1.14,0,0.276,0,"nonspam"
0.78,0,0,0,0,0,"nonspam"
0,0,3.44,0,0,0,"nonspam"
0.54,0,0,0,0,0,"nonspam"
0,0,1.68,0,0.413,0,"nonspam"
0.42,0,2.12,0.42,0.134,0,"nonspam"
1.31,0,0.26,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0.67,0,0.217,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,2.32,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
1.92,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,2.27,0,0,0,"nonspam"
1.75,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,4.34,0,0.735,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,2.43,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,4.34,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
1.31,0,3.28,0,0.116,0,"nonspam"
2,0,2,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0.506,0,"nonspam"
1.29,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
1.18,0,1.18,0,0,0.069,"nonspam"
0,0.67,3.37,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
2.63,0,0.87,0,0,0,"nonspam"
1.33,0,0,0,0,0.053,"nonspam"
0,0,0.43,0,0.059,0,"nonspam"
1.58,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0.19,0,0.59,0,0,0,"nonspam"
0,0,2.02,0,0,0,"nonspam"
0.28,0,0.57,0,0.043,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,4.83,1.61,0,0,"nonspam"
1.16,0,0,0,0,0,"nonspam"
0,0,2.32,0,0.344,0,"nonspam"
0,0,6.81,0,0,0,"nonspam"
0,0,3.31,0,0,0,"nonspam"
1.16,0,3.48,0,0,0,"nonspam"
0.31,0,0.84,0.1,0.038,0.061,"nonspam"
0,0,5,0,0,0,"nonspam"
0,0,3.17,0,0,0,"nonspam"
0,0,1.31,0,0,0,"nonspam"
1.4,0,1.4,0,0,0,"nonspam"
2.61,0,0.65,0,0,0,"nonspam"
0,0,2.17,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,3.76,1.07,0.367,0,"nonspam"
0,0,5,0.71,0,0,"nonspam"
0.96,0,3.84,1.92,0.171,0,"nonspam"
1.7,0,1.13,0,0,0,"nonspam"
0.96,0,0,0,0,0.108,"nonspam"
3.17,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
5.88,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,2.32,2.32,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0.66,0,0.16,0,0,0,"nonspam"
0.74,0,0,0,0,0.017,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
1.09,0,0,0,0,0.016,"nonspam"
0,0,1.98,1.98,0.44,0,"nonspam"
0.27,0,0,0.27,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0.56,0,2.82,0,0,0,"nonspam"
1.4,0,0,1.4,0,0,"nonspam"
0.59,0,0,0,0,0,"nonspam"
0,0,1.56,0,0,0,"nonspam"
0.76,0,1.53,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0.86,0,1.73,0,0.133,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0.925,0,"nonspam"
0,0,1.65,0,0,0,"nonspam"
0.31,0,0.31,0,0,0.021,"nonspam"
0.14,0,0.11,0,0,0.008,"nonspam"
0,0,0,0,0,0,"nonspam"
0.09,0,0.13,0,0,0.009,"nonspam"
0.18,0,0.24,0,0,0.017,"nonspam"
1.05,0,1.05,1.05,0.338,0,"nonspam"
3.22,0,0,0,0,0,"nonspam"
0.26,0,0.53,0,0,0.043,"nonspam"
0.47,0,0.35,0.09,0.016,0,"nonspam"
0,0,0,0,0.162,0,"nonspam"
3.33,0,3.33,0,1.156,0,"nonspam"
0,0,0,0,0,0,"nonspam"
1.07,0,2.15,0,0,0,"nonspam"
2.94,0,0,0,0,0,"nonspam"
3.03,0,1.51,0,0.595,0,"nonspam"
0,0,4.54,0,0.763,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0.86,0,0.86,0,0.11,0,"nonspam"
0,0,0,0,0.043,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,1.23,1.23,0.192,0,"nonspam"
0,0,2.94,0,0,0,"nonspam"
0,0.66,0,0,0,0,"nonspam"
0.81,0,1.62,0,0,0,"nonspam"
2.06,0,0.68,0,0,0,"nonspam"
1.15,0,2.89,0,0,0,"nonspam"
0,0,1.03,0,0,0,"nonspam"
0,0,1.87,0,0,0,"nonspam"
0.94,0,1.89,0,0,0,"nonspam"
2.31,0,0,0,0,0.039,"nonspam"
1.3,0,0,0,0,0,"nonspam"
0,0,1.69,0,0,0,"nonspam"
0,0,18.75,0,0,0,"nonspam"
0,0,1.67,0.55,0.085,0,"nonspam"
1.04,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,3.57,0,0.523,0,"nonspam"
1,0,1,0,0,0,"nonspam"
0,0,5.88,0,0,0,"nonspam"
0.59,0,1.23,0.19,0.019,0.009,"nonspam"
1.96,0,0,0,0,0,"nonspam"
3.17,0,0.52,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,3.12,0,0,0,"nonspam"
0,0,0.58,0,0,0,"nonspam"
1.51,0.33,2.01,0,1.027,0.051,"nonspam"
0,0,4.24,0.38,0.109,0,"nonspam"
0,0,2.02,0.5,0.181,0,"nonspam"
2.05,0,0,0,0,0,"nonspam"
0.27,0,0,0,0.024,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
4.42,0,0.88,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0.57,0,0,0,0,0,"nonspam"
0,0,9.09,0,0,0,"nonspam"
2.7,0,4.5,0,0,0,"nonspam"
2.22,0,0.13,0,0,0,"nonspam"
0,0,0,0,0.375,0,"nonspam"
0.3,0,1.21,0,0.042,0.042,"nonspam"
0,0,4.34,0,0,0.124,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
3.52,0,0,0,0,0,"nonspam"
0.37,0,0.37,0.09,0,0.025,"nonspam"
0.34,0,0.45,0,0,0.03,"nonspam"
0.19,0,0.26,0,0,0.019,"nonspam"
0.15,0,0.2,0,0,0.014,"nonspam"
1.21,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
